pair,status,binance_symbol,interval,rows,start,end,files
FLOKI/USD,ok,FLOKIUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\FLOKI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\FLOKI_USD_1h.csv']"
FORM/USD,ok,FORMUSDT,1h,8767,2025-03-19 08:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-03\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\FORM_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\FORM_USD_1h.csv']"
HBAR/USD,ok,HBARUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\HBAR_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\HBAR_USD_1h.csv']"
HEMI/USD,ok,HEMIUSDT,1h,4251,2025-09-23 12:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-09\\HEMI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\HEMI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\HEMI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\HEMI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\HEMI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\HEMI_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\HEMI_USD_1h.csv']"
ICP/USD,ok,ICPUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\ICP_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\ICP_USD_1h.csv']"
LINEA/USD,ok,LINEAUSDT,1h,4559,2025-09-10 16:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-09\\LINEA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\LINEA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\LINEA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\LINEA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\LINEA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\LINEA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\LINEA_USD_1h.csv']"
LINK/USD,ok,LINKUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\LINK_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\LINK_USD_1h.csv']"
LISTA/USD,ok,LISTAUSDT,1h,15293,2024-06-20 10:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-06\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\LISTA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\LISTA_USD_1h.csv']"
LTC/USD,ok,LTCUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\LTC_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\LTC_USD_1h.csv']"
MIRA/USD,ok,MIRAUSDT,1h,4179,2025-09-26 12:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-09\\MIRA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\MIRA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\MIRA_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\MIRA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\MIRA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\MIRA_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\MIRA_USD_1h.csv']"
NEAR/USD,ok,NEARUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\NEAR_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\NEAR_USD_1h.csv']"
OMNI/USD,ok,OMNIUSDT,1h,12711,2024-04-17 12:00:00+00:00,2025-09-29 02:00:00+00:00,"['data\\monthly_ohlcv\\2024-04\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\OMNI_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\OMNI_USD_1h.csv']"
ONDO/USD,ok,ONDOUSDT,1h,8209,2025-04-11 14:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-04\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\ONDO_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\ONDO_USD_1h.csv']"
OPEN/USD,ok,OPENUSDT,1h,4610,2025-09-08 13:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2025-09\\OPEN_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\OPEN_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\OPEN_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\OPEN_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\OPEN_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\OPEN_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\OPEN_USD_1h.csv']"
PAXG/USD,ok,PAXGUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\PAXG_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\PAXG_USD_1h.csv']"
PENDLE/USD,ok,PENDLEUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\PENDLE_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\PENDLE_USD_1h.csv']"
PENGU/USD,ok,PENGUUSDT,1h,10969,2024-12-17 14:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-12\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\PENGU_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\PENGU_USD_1h.csv']"
PEPE/USD,ok,PEPEUSDT,1h,19407,2024-01-01 00:00:00+00:00,2026-03-19 14:00:00+00:00,"['data\\monthly_ohlcv\\2024-01\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-02\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-03\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-04\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-05\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-06\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-07\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-08\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-09\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-10\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-11\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2024-12\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-01\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-02\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-03\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-04\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-05\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-06\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-07\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-08\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-09\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-10\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-11\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2025-12\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2026-01\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2026-02\\PEPE_USD_1h.csv', 'data\\monthly_ohlcv\\2026-03\\PEPE_USD_1h.csv']"
